,Suburb,Year,Housing_Type,Value
3268,Newport-Spotswood,2019,All properties,487.5
3269,Newport-Spotswood,2020,1 bedroom flats,295.0
3270,Newport-Spotswood,2020,2 bedroom flats,390.0
3271,Newport-Spotswood,2020,2 bedroom houses,465.0
3272,Newport-Spotswood,2020,3 bedroom flats,560.0
3273,Newport-Spotswood,2020,3 bedroom houses,550.0
3274,Newport-Spotswood,2020,4 bedroom houses,714.0
3275,Newport-Spotswood,2020,All properties,496.5
3276,Newport-Spotswood,2021,1 bedroom flats,286.5
3277,Newport-Spotswood,2021,2 bedroom flats,380.0
3278,Newport-Spotswood,2021,2 bedroom houses,450.0
3279,Newport-Spotswood,2021,3 bedroom flats,540.0
3280,Newport-Spotswood,2021,3 bedroom houses,550.0
3281,Newport-Spotswood,2021,4 bedroom houses,740.0
3282,Newport-Spotswood,2021,All properties,492.5
3283,Newport-Spotswood,2022,1 bedroom flats,300.0
3284,Newport-Spotswood,2022,2 bedroom flats,380.0
3285,Newport-Spotswood,2022,2 bedroom houses,443.0
3286,Newport-Spotswood,2022,3 bedroom flats,550.0
3287,Newport-Spotswood,2022,3 bedroom houses,550.0
3288,Newport-Spotswood,2022,4 bedroom houses,750.0
3289,Newport-Spotswood,2022,All properties,495.0
3290,Newtown,2018,1 bedroom flats,226.5
3291,Newtown,2018,2 bedroom flats,310.0
3292,Newtown,2018,2 bedroom houses,329.0
3293,Newtown,2018,3 bedroom flats,442.5
3294,Newtown,2018,3 bedroom houses,405.0
3295,Newtown,2018,4 bedroom houses,515.0
3296,Newtown,2018,All properties,360.0
3297,Newtown,2019,1 bedroom flats,222.5
3298,Newtown,2019,2 bedroom flats,322.5
3299,Newtown,2019,2 bedroom houses,355.0
3300,Newtown,2019,3 bedroom flats,485.0
3301,Newtown,2019,3 bedroom houses,415.0
3302,Newtown,2019,4 bedroom houses,547.5
3303,Newtown,2019,All properties,380.0
3304,Newtown,2020,1 bedroom flats,230.0
3305,Newtown,2020,2 bedroom flats,330.0
3306,Newtown,2020,2 bedroom houses,367.5
3307,Newtown,2020,3 bedroom flats,450.0
3308,Newtown,2020,3 bedroom houses,427.5
3309,Newtown,2020,4 bedroom houses,610.0
3310,Newtown,2020,All properties,390.0
3311,Newtown,2021,1 bedroom flats,250.0
3312,Newtown,2021,2 bedroom flats,347.5
3313,Newtown,2021,2 bedroom houses,400.0
3314,Newtown,2021,3 bedroom flats,461.5
3315,Newtown,2021,3 bedroom houses,450.0
3316,Newtown,2021,4 bedroom houses,620.0
3317,Newtown,2021,All properties,405.0
3318,Newtown,2022,1 bedroom flats,285.0
3319,Newtown,2022,2 bedroom flats,390.0
3320,Newtown,2022,2 bedroom houses,425.0
3321,Newtown,2022,3 bedroom flats,500.0
3322,Newtown,2022,3 bedroom houses,480.0
3323,Newtown,2022,4 bedroom houses,600.0
3324,Newtown,2022,All properties,430.0
3325,Noble Park,2018,1 bedroom flats,227.5
3326,Noble Park,2018,2 bedroom flats,330.0
3327,Noble Park,2018,2 bedroom houses,330.0
3328,Noble Park,2018,3 bedroom flats,377.5
3329,Noble Park,2018,3 bedroom houses,370.0
3330,Noble Park,2018,4 bedroom houses,400.0
3331,Noble Park,2018,All properties,350.0
3332,Noble Park,2019,1 bedroom flats,240.0
3333,Noble Park,2019,2 bedroom flats,340.0
3334,Noble Park,2019,2 bedroom houses,335.0
3335,Noble Park,2019,3 bedroom flats,390.0
3336,Noble Park,2019,3 bedroom houses,380.0
3337,Noble Park,2019,4 bedroom houses,417.5
3338,Noble Park,2019,All properties,355.0
3339,Noble Park,2020,1 bedroom flats,250.0
3340,Noble Park,2020,2 bedroom flats,340.0
3341,Noble Park,2020,2 bedroom houses,350.0
3342,Noble Park,2020,3 bedroom flats,395.0
3343,Noble Park,2020,3 bedroom houses,380.0
3344,Noble Park,2020,4 bedroom houses,420.0
3345,Noble Park,2020,All properties,360.0
3346,Noble Park,2021,1 bedroom flats,250.0
3347,Noble Park,2021,2 bedroom flats,340.0
3348,Noble Park,2021,2 bedroom houses,350.0
3349,Noble Park,2021,3 bedroom flats,381.5
3350,Noble Park,2021,3 bedroom houses,380.0
3351,Noble Park,2021,4 bedroom houses,435.0
3352,Noble Park,2021,All properties,360.0
3353,Noble Park,2022,1 bedroom flats,250.0
3354,Noble Park,2022,2 bedroom flats,350.0
3355,Noble Park,2022,2 bedroom houses,373.0
3356,Noble Park,2022,3 bedroom flats,405.0
3357,Noble Park,2022,3 bedroom houses,390.0
3358,Noble Park,2022,4 bedroom houses,450.0
3359,Noble Park,2022,All properties,370.0
3360,North Bendigo,2018,1 bedroom flats,180.0
3361,North Bendigo,2018,2 bedroom flats,250.0
3362,North Bendigo,2018,2 bedroom houses,257.5
3363,North Bendigo,2018,3 bedroom flats,290.0
3364,North Bendigo,2018,3 bedroom houses,295.0
3365,North Bendigo,2018,4 bedroom houses,330.0
3366,North Bendigo,2018,All properties,290.0
3367,North Bendigo,2019,1 bedroom flats,183.0
3368,North Bendigo,2019,2 bedroom flats,260.0
3369,North Bendigo,2019,2 bedroom houses,262.5
3370,North Bendigo,2019,3 bedroom flats,300.0
3371,North Bendigo,2019,3 bedroom houses,302.5
3372,North Bendigo,2019,4 bedroom houses,345.0
3373,North Bendigo,2019,All properties,300.0
3374,North Bendigo,2020,1 bedroom flats,195.5
3375,North Bendigo,2020,2 bedroom flats,270.0
3376,North Bendigo,2020,2 bedroom houses,279.0
3377,North Bendigo,2020,3 bedroom flats,300.0
3378,North Bendigo,2020,3 bedroom houses,320.0
3379,North Bendigo,2020,4 bedroom houses,365.0
3380,North Bendigo,2020,All properties,317.5
3381,North Bendigo,2021,1 bedroom flats,224.0
3382,North Bendigo,2021,2 bedroom flats,280.0
3383,North Bendigo,2021,2 bedroom houses,300.0
3384,North Bendigo,2021,3 bedroom flats,325.0
3385,North Bendigo,2021,3 bedroom houses,355.0
3386,North Bendigo,2021,4 bedroom houses,395.0
3387,North Bendigo,2021,All properties,347.5
3388,North Bendigo,2022,1 bedroom flats,240.0
3389,North Bendigo,2022,2 bedroom flats,300.0
3390,North Bendigo,2022,2 bedroom houses,340.0
3391,North Bendigo,2022,3 bedroom flats,380.0
3392,North Bendigo,2022,3 bedroom houses,380.0
3393,North Bendigo,2022,4 bedroom houses,440.0
3394,North Bendigo,2022,All properties,380.0
3395,North Geelong,2018,1 bedroom flats,202.5
3396,North Geelong,2018,2 bedroom flats,310.0
3397,North Geelong,2018,2 bedroom houses,310.0
3398,North Geelong,2018,3 bedroom flats,370.0
3399,North Geelong,2018,3 bedroom houses,346.0
3400,North Geelong,2018,4 bedroom houses,410.0
3401,North Geelong,2018,All properties,340.0
3402,North Geelong,2019,1 bedroom flats,212.5
3403,North Geelong,2019,2 bedroom flats,315.0
3404,North Geelong,2019,2 bedroom houses,320.0
3405,North Geelong,2019,3 bedroom flats,385.0
3406,North Geelong,2019,3 bedroom houses,355.0
3407,North Geelong,2019,4 bedroom houses,440.0
3408,North Geelong,2019,All properties,350.0
3409,North Geelong,2020,1 bedroom flats,220.0
3410,North Geelong,2020,2 bedroom flats,330.0
3411,North Geelong,2020,2 bedroom houses,340.0
3412,North Geelong,2020,3 bedroom flats,390.0
3413,North Geelong,2020,3 bedroom houses,360.0
3414,North Geelong,2020,4 bedroom houses,445.0
3415,North Geelong,2020,All properties,355.0
3416,North Geelong,2021,1 bedroom flats,230.0
3417,North Geelong,2021,2 bedroom flats,340.0
3418,North Geelong,2021,2 bedroom houses,350.0
3419,North Geelong,2021,3 bedroom flats,415.0
3420,North Geelong,2021,3 bedroom houses,390.0
3421,North Geelong,2021,4 bedroom houses,472.5
3422,North Geelong,2021,All properties,379.0
3423,North Geelong,2022,1 bedroom flats,250.0
3424,North Geelong,2022,2 bedroom flats,370.0
3425,North Geelong,2022,2 bedroom houses,370.0
3426,North Geelong,2022,3 bedroom flats,430.0
3427,North Geelong,2022,3 bedroom houses,418.0
3428,North Geelong,2022,4 bedroom houses,500.0
3429,North Geelong,2022,All properties,400.0
3430,North Melbourne-West Melbourne,2018,1 bedroom flats,384.5
3431,North Melbourne-West Melbourne,2018,2 bedroom flats,522.5
3432,North Melbourne-West Melbourne,2018,2 bedroom houses,550.0
3433,North Melbourne-West Melbourne,2018,3 bedroom flats,705.0
3434,North Melbourne-West Melbourne,2018,3 bedroom houses,700.0
3435,North Melbourne-West Melbourne,2018,4 bedroom houses,850.0
3436,North Melbourne-West Melbourne,2018,All properties,445.0
3437,North Melbourne-West Melbourne,2019,1 bedroom flats,390.0
3438,North Melbourne-West Melbourne,2019,2 bedroom flats,530.0
3439,North Melbourne-West Melbourne,2019,2 bedroom houses,572.5
3440,North Melbourne-West Melbourne,2019,3 bedroom flats,702.5
3441,North Melbourne-West Melbourne,2019,3 bedroom houses,732.5
3442,North Melbourne-West Melbourne,2019,4 bedroom houses,900.0
3443,North Melbourne-West Melbourne,2019,All properties,450.0
3444,North Melbourne-West Melbourne,2020,1 bedroom flats,395.0
3445,North Melbourne-West Melbourne,2020,2 bedroom flats,535.0
3446,North Melbourne-West Melbourne,2020,2 bedroom houses,561.5
3447,North Melbourne-West Melbourne,2020,3 bedroom flats,694.0
3448,North Melbourne-West Melbourne,2020,3 bedroom houses,720.0
3449,North Melbourne-West Melbourne,2020,4 bedroom houses,895.0
3450,North Melbourne-West Melbourne,2020,All properties,452.5
3451,North Melbourne-West Melbourne,2021,1 bedroom flats,315.0
3452,North Melbourne-West Melbourne,2021,2 bedroom flats,400.0
3453,North Melbourne-West Melbourne,2021,2 bedroom houses,516.5
3454,North Melbourne-West Melbourne,2021,3 bedroom flats,577.5
3455,North Melbourne-West Melbourne,2021,3 bedroom houses,655.0
3456,North Melbourne-West Melbourne,2021,4 bedroom houses,874.0
3457,North Melbourne-West Melbourne,2021,All properties,370.5
3458,North Melbourne-West Melbourne,2022,1 bedroom flats,300.0
3459,North Melbourne-West Melbourne,2022,2 bedroom flats,440.0
3460,North Melbourne-West Melbourne,2022,2 bedroom houses,540.0
3461,North Melbourne-West Melbourne,2022,3 bedroom flats,600.0
3462,North Melbourne-West Melbourne,2022,3 bedroom houses,680.0
3463,North Melbourne-West Melbourne,2022,4 bedroom houses,930.0
3464,North Melbourne-West Melbourne,2022,All properties,380.0
3465,Northcote,2018,1 bedroom flats,335.0
3466,Northcote,2018,2 bedroom flats,485.0
3467,Northcote,2018,2 bedroom houses,570.0
3468,Northcote,2018,3 bedroom flats,647.5
3469,Northcote,2018,3 bedroom houses,680.0
3470,Northcote,2018,4 bedroom houses,810.0
3471,Northcote,2018,All properties,497.5
3472,Northcote,2019,1 bedroom flats,350.0
3473,Northcote,2019,2 bedroom flats,484.0
3474,Northcote,2019,2 bedroom houses,575.0
3475,Northcote,2019,3 bedroom flats,650.0
3476,Northcote,2019,3 bedroom houses,686.5
3477,Northcote,2019,4 bedroom houses,897.5
3478,Northcote,2019,All properties,500.0
3479,Northcote,2020,1 bedroom flats,350.0
3480,Northcote,2020,2 bedroom flats,477.5
3481,Northcote,2020,2 bedroom houses,595.5
3482,Northcote,2020,3 bedroom flats,672.5
3483,Northcote,2020,3 bedroom houses,697.5
3484,Northcote,2020,4 bedroom houses,950.0
3485,Northcote,2020,All properties,500.0
3486,Northcote,2021,1 bedroom flats,320.0
3487,Northcote,2021,2 bedroom flats,451.5
3488,Northcote,2021,2 bedroom houses,580.0
3489,Northcote,2021,3 bedroom flats,645.0
3490,Northcote,2021,3 bedroom houses,702.5
3491,Northcote,2021,4 bedroom houses,890.0
3492,Northcote,2021,All properties,492.5
3493,Northcote,2022,1 bedroom flats,320.0
3494,Northcote,2022,2 bedroom flats,450.0
3495,Northcote,2022,2 bedroom houses,600.0
3496,Northcote,2022,3 bedroom flats,660.0
3497,Northcote,2022,3 bedroom houses,725.0
3498,Northcote,2022,4 bedroom houses,975.0
3499,Northcote,2022,All properties,490.0
3500,Nunawading-Mitcham,2018,1 bedroom flats,330.0
3501,Nunawading-Mitcham,2018,2 bedroom flats,385.0
3502,Nunawading-Mitcham,2018,2 bedroom houses,384.0
3503,Nunawading-Mitcham,2018,3 bedroom flats,477.5
3504,Nunawading-Mitcham,2018,3 bedroom houses,431.5
3505,Nunawading-Mitcham,2018,4 bedroom houses,524.0
3506,Nunawading-Mitcham,2018,All properties,420.0
3507,Nunawading-Mitcham,2019,1 bedroom flats,334.0
3508,Nunawading-Mitcham,2019,2 bedroom flats,395.0
3509,Nunawading-Mitcham,2019,2 bedroom houses,395.0
3510,Nunawading-Mitcham,2019,3 bedroom flats,470.0
3511,Nunawading-Mitcham,2019,3 bedroom houses,440.0
3512,Nunawading-Mitcham,2019,4 bedroom houses,520.0
3513,Nunawading-Mitcham,2019,All properties,422.5
3514,Nunawading-Mitcham,2020,1 bedroom flats,337.5
3515,Nunawading-Mitcham,2020,2 bedroom flats,387.5
3516,Nunawading-Mitcham,2020,2 bedroom houses,400.0
3517,Nunawading-Mitcham,2020,3 bedroom flats,475.0
3518,Nunawading-Mitcham,2020,3 bedroom houses,440.0
3519,Nunawading-Mitcham,2020,4 bedroom houses,545.0
3520,Nunawading-Mitcham,2020,All properties,420.0
3521,Nunawading-Mitcham,2021,1 bedroom flats,330.0
3522,Nunawading-Mitcham,2021,2 bedroom flats,380.0
3523,Nunawading-Mitcham,2021,2 bedroom houses,400.0
3524,Nunawading-Mitcham,2021,3 bedroom flats,480.0
3525,Nunawading-Mitcham,2021,3 bedroom houses,450.0
3526,Nunawading-Mitcham,2021,4 bedroom houses,530.0
3527,Nunawading-Mitcham,2021,All properties,420.0
3528,Nunawading-Mitcham,2022,1 bedroom flats,330.0
3529,Nunawading-Mitcham,2022,2 bedroom flats,390.0
3530,Nunawading-Mitcham,2022,2 bedroom houses,400.0
3531,Nunawading-Mitcham,2022,3 bedroom flats,485.0
3532,Nunawading-Mitcham,2022,3 bedroom houses,470.0
3533,Nunawading-Mitcham,2022,4 bedroom houses,550.0
3534,Nunawading-Mitcham,2022,All properties,430.0
3535,Oak Park-Glenroy-Fawkner,2018,1 bedroom flats,277.5
3536,Oak Park-Glenroy-Fawkner,2018,2 bedroom flats,360.0
3537,Oak Park-Glenroy-Fawkner,2018,2 bedroom houses,360.0
3538,Oak Park-Glenroy-Fawkner,2018,3 bedroom flats,422.5
3539,Oak Park-Glenroy-Fawkner,2018,3 bedroom houses,400.0
3540,Oak Park-Glenroy-Fawkner,2018,4 bedroom houses,479.0
3541,Oak Park-Glenroy-Fawkner,2018,All properties,380.0
3542,Oak Park-Glenroy-Fawkner,2019,1 bedroom flats,295.0
3543,Oak Park-Glenroy-Fawkner,2019,2 bedroom flats,370.0
3544,Oak Park-Glenroy-Fawkner,2019,2 bedroom houses,370.0
3545,Oak Park-Glenroy-Fawkner,2019,3 bedroom flats,440.0
3546,Oak Park-Glenroy-Fawkner,2019,3 bedroom houses,412.5
3547,Oak Park-Glenroy-Fawkner,2019,4 bedroom houses,500.0
3548,Oak Park-Glenroy-Fawkner,2019,All properties,396.0
3549,Oak Park-Glenroy-Fawkner,2020,1 bedroom flats,286.5
3550,Oak Park-Glenroy-Fawkner,2020,2 bedroom flats,370.0
3551,Oak Park-Glenroy-Fawkner,2020,2 bedroom houses,380.0
3552,Oak Park-Glenroy-Fawkner,2020,3 bedroom flats,440.0
3553,Oak Park-Glenroy-Fawkner,2020,3 bedroom houses,420.0
3554,Oak Park-Glenroy-Fawkner,2020,4 bedroom houses,490.0
3555,Oak Park-Glenroy-Fawkner,2020,All properties,400.0
3556,Oak Park-Glenroy-Fawkner,2021,1 bedroom flats,284.0
3557,Oak Park-Glenroy-Fawkner,2021,2 bedroom flats,352.5
3558,Oak Park-Glenroy-Fawkner,2021,2 bedroom houses,360.0
3559,Oak Park-Glenroy-Fawkner,2021,3 bedroom flats,426.5
3560,Oak Park-Glenroy-Fawkner,2021,3 bedroom houses,405.0
3561,Oak Park-Glenroy-Fawkner,2021,4 bedroom houses,495.0
3562,Oak Park-Glenroy-Fawkner,2021,All properties,387.5
3563,Oak Park-Glenroy-Fawkner,2022,1 bedroom flats,280.0
3564,Oak Park-Glenroy-Fawkner,2022,2 bedroom flats,350.0
3565,Oak Park-Glenroy-Fawkner,2022,2 bedroom houses,360.0
3566,Oak Park-Glenroy-Fawkner,2022,3 bedroom flats,430.0
3567,Oak Park-Glenroy-Fawkner,2022,3 bedroom houses,420.0
3568,Oak Park-Glenroy-Fawkner,2022,4 bedroom houses,495.0
3569,Oak Park-Glenroy-Fawkner,2022,All properties,388.0
3570,Ocean Grove-Barwon Heads,2018,1 bedroom flats,0.0
3571,Ocean Grove-Barwon Heads,2018,2 bedroom flats,335.0
3572,Ocean Grove-Barwon Heads,2018,2 bedroom houses,350.0
3573,Ocean Grove-Barwon Heads,2018,3 bedroom flats,397.5
3574,Ocean Grove-Barwon Heads,2018,3 bedroom houses,400.0
3575,Ocean Grove-Barwon Heads,2018,4 bedroom houses,470.0
3576,Ocean Grove-Barwon Heads,2018,All properties,400.0
3577,Ocean Grove-Barwon Heads,2019,1 bedroom flats,224.0
3578,Ocean Grove-Barwon Heads,2019,2 bedroom flats,347.5
3579,Ocean Grove-Barwon Heads,2019,2 bedroom houses,370.0
3580,Ocean Grove-Barwon Heads,2019,3 bedroom flats,412.5
3581,Ocean Grove-Barwon Heads,2019,3 bedroom houses,420.0
3582,Ocean Grove-Barwon Heads,2019,4 bedroom houses,491.5
3583,Ocean Grove-Barwon Heads,2019,All properties,422.5
3584,Ocean Grove-Barwon Heads,2020,1 bedroom flats,237.5
3585,Ocean Grove-Barwon Heads,2020,2 bedroom flats,355.0
3586,Ocean Grove-Barwon Heads,2020,2 bedroom houses,365.0
3587,Ocean Grove-Barwon Heads,2020,3 bedroom flats,405.0
3588,Ocean Grove-Barwon Heads,2020,3 bedroom houses,420.0
3589,Ocean Grove-Barwon Heads,2020,4 bedroom houses,477.5
3590,Ocean Grove-Barwon Heads,2020,All properties,427.5
3591,Ocean Grove-Barwon Heads,2021,1 bedroom flats,225.0
3592,Ocean Grove-Barwon Heads,2021,2 bedroom flats,407.5
3593,Ocean Grove-Barwon Heads,2021,2 bedroom houses,450.0
3594,Ocean Grove-Barwon Heads,2021,3 bedroom flats,474.0
3595,Ocean Grove-Barwon Heads,2021,3 bedroom houses,480.0
3596,Ocean Grove-Barwon Heads,2021,4 bedroom houses,555.0
3597,Ocean Grove-Barwon Heads,2021,All properties,490.0
3598,Ocean Grove-Barwon Heads,2022,1 bedroom flats,275.0
3599,Ocean Grove-Barwon Heads,2022,2 bedroom flats,420.0
3600,Ocean Grove-Barwon Heads,2022,2 bedroom houses,460.0
3601,Ocean Grove-Barwon Heads,2022,3 bedroom flats,500.0
3602,Ocean Grove-Barwon Heads,2022,3 bedroom houses,520.0
3603,Ocean Grove-Barwon Heads,2022,4 bedroom houses,605.0
3604,Ocean Grove-Barwon Heads,2022,All properties,540.0
3605,Pakenham,2018,1 bedroom flats,245.0
3606,Pakenham,2018,2 bedroom flats,291.5
3607,Pakenham,2018,2 bedroom houses,300.0
3608,Pakenham,2018,3 bedroom flats,322.5
3609,Pakenham,2018,3 bedroom houses,350.0
3610,Pakenham,2018,4 bedroom houses,382.5
3611,Pakenham,2018,All properties,350.0
3612,Pakenham,2019,1 bedroom flats,117.5
3613,Pakenham,2019,2 bedroom flats,300.0
3614,Pakenham,2019,2 bedroom houses,320.0
3615,Pakenham,2019,3 bedroom flats,330.0
3616,Pakenham,2019,3 bedroom houses,350.0
3617,Pakenham,2019,4 bedroom houses,390.0
3618,Pakenham,2019,All properties,352.5
3619,Pakenham,2020,1 bedroom flats,117.5
3620,Pakenham,2020,2 bedroom flats,305.0
3621,Pakenham,2020,2 bedroom houses,320.0
3622,Pakenham,2020,3 bedroom flats,340.0
3623,Pakenham,2020,3 bedroom houses,350.0
3624,Pakenham,2020,4 bedroom houses,392.5
3625,Pakenham,2020,All properties,352.5
3626,Pakenham,2021,1 bedroom flats,276.5
3627,Pakenham,2021,2 bedroom flats,320.0
3628,Pakenham,2021,2 bedroom houses,330.0
3629,Pakenham,2021,3 bedroom flats,341.5
3630,Pakenham,2021,3 bedroom houses,365.0
3631,Pakenham,2021,4 bedroom houses,405.0
3632,Pakenham,2021,All properties,367.5
3633,Pakenham,2022,1 bedroom flats,275.0
3634,Pakenham,2022,2 bedroom flats,330.0
3635,Pakenham,2022,2 bedroom houses,340.0
3636,Pakenham,2022,3 bedroom flats,360.0
3637,Pakenham,2022,3 bedroom houses,385.0
3638,Pakenham,2022,4 bedroom houses,450.0
3639,Pakenham,2022,All properties,390.0
3640,Pascoe Vale-Coburg North,2018,1 bedroom flats,219.0
3641,Pascoe Vale-Coburg North,2018,2 bedroom flats,380.0
3642,Pascoe Vale-Coburg North,2018,2 bedroom houses,400.0
3643,Pascoe Vale-Coburg North,2018,3 bedroom flats,460.0
3644,Pascoe Vale-Coburg North,2018,3 bedroom houses,450.0
3645,Pascoe Vale-Coburg North,2018,4 bedroom houses,575.0
3646,Pascoe Vale-Coburg North,2018,All properties,400.0
3647,Pascoe Vale-Coburg North,2019,1 bedroom flats,250.0
3648,Pascoe Vale-Coburg North,2019,2 bedroom flats,390.0
3649,Pascoe Vale-Coburg North,2019,2 bedroom houses,400.0
3650,Pascoe Vale-Coburg North,2019,3 bedroom flats,484.0
3651,Pascoe Vale-Coburg North,2019,3 bedroom houses,480.0
3652,Pascoe Vale-Coburg North,2019,4 bedroom houses,552.5
3653,Pascoe Vale-Coburg North,2019,All properties,420.0
3654,Pascoe Vale-Coburg North,2020,1 bedroom flats,263.5
3655,Pascoe Vale-Coburg North,2020,2 bedroom flats,390.0
3656,Pascoe Vale-Coburg North,2020,2 bedroom houses,400.0
3657,Pascoe Vale-Coburg North,2020,3 bedroom flats,496.5
3658,Pascoe Vale-Coburg North,2020,3 bedroom houses,480.0
3659,Pascoe Vale-Coburg North,2020,4 bedroom houses,550.0
3660,Pascoe Vale-Coburg North,2020,All properties,420.0
3661,Pascoe Vale-Coburg North,2021,1 bedroom flats,260.0
3662,Pascoe Vale-Coburg North,2021,2 bedroom flats,380.0
3663,Pascoe Vale-Coburg North,2021,2 bedroom houses,400.0
3664,Pascoe Vale-Coburg North,2021,3 bedroom flats,470.0
3665,Pascoe Vale-Coburg North,2021,3 bedroom houses,475.0
3666,Pascoe Vale-Coburg North,2021,4 bedroom houses,561.5
3667,Pascoe Vale-Coburg North,2021,All properties,410.0
3668,Pascoe Vale-Coburg North,2022,1 bedroom flats,238.0
3669,Pascoe Vale-Coburg North,2022,2 bedroom flats,385.0
3670,Pascoe Vale-Coburg North,2022,2 bedroom houses,410.0
3671,Pascoe Vale-Coburg North,2022,3 bedroom flats,480.0
3672,Pascoe Vale-Coburg North,2022,3 bedroom houses,495.0
3673,Pascoe Vale-Coburg North,2022,4 bedroom houses,580.0
